 C2 : 68    2(1a:2 2c:48 2d:48 2e:12)
 C2 : 1    2(2b:20 2c:60 2d:20 2e:10)
 C2 : 13    2(2e:110)
 C3 : 244    3(1a:2 3b:24 3c:72 3d:12)
 C4 : 464    4(1a:2 4c:36 4d:72)
 C5 : 576    5(5b:20 5c:50 5d:40)
 C11 : 1960   11(11c:66 11d:44)
 S2 : 13    2(2e:110)
 S4 : 354    4(2e:2 4b:24 4c:84)
 S6 : 838    6(2e:2 6c:84 6d:24)
 S10 : 1168   10(10b:10 10c:60 10d:40)
 S22 : 2520   22(22b:22 22c:66 22d:22)
 D2 : 68,79    2(1a:2 2c:48 2d:48 2e:12) x 2(1a:2 2c:48 2d:48 2e:12)
 D2 : 1,77    2(2b:20 2c:60 2d:20 2e:10) x 2(1a:2 2c:48 2d:48 2e:12)
 D2 : 1,4    2(2b:20 2c:60 2d:20 2e:10) x 2(2b:20 2c:60 2d:20 2e:10)
 D2 : 13,68    2(2e:110) x 2(1a:2 2c:48 2d:48 2e:12)
 D2 : 13,1    2(2e:110) x 2(2b:20 2c:60 2d:20 2e:10)
 D3 : 244,73    3(1a:2 3b:24 3c:72 3d:12) x 2(1a:2 2c:48 2d:48 2e:12)
 D3 : 244,21    3(1a:2 3b:24 3c:72 3d:12) x 2(2b:20 2c:60 2d:20 2e:10)
 D4 : 464,71    4(1a:2 4c:36 4d:72) x 2(1a:2 2c:48 2d:48 2e:12)
 D4 : 464,3    4(1a:2 4c:36 4d:72) x 2(2b:20 2c:60 2d:20 2e:10)
 D5 : 576,75    5(5b:20 5c:50 5d:40) x 2(1a:2 2c:48 2d:48 2e:12)
 D5 : 576,4    5(5b:20 5c:50 5d:40) x 2(2b:20 2c:60 2d:20 2e:10)
 D11 : 1960,1   11(11c:66 11d:44) x 2(2b:20 2c:60 2d:20 2e:10)
 T  : 244,74,120    3(1a:2 3b:24 3c:72 3d:12) x 2(1a:2 2c:48 2d:48 2e:12) x 2(1a:2 2c:48 2d:48 2e:12)
 O  : 250,464,115    3(1a:2 3b:24 3c:72 3d:12) x 4(1a:2 4c:36 4d:72) x 2(1a:2 2c:48 2d:48 2e:12)
