 C2 : 30    2(1a:2 2c:32 2d:8)
 C2 : 1    2(2b:12 2c:12 2d:18)
 C2 : 8    2(2d:42)
 C3 : 100    3(3b:12 3c:18 3d:12)
 C4 : 198    4(1a:2 4b:16 4c:24)
 C7 : 408    7(7c:28 7d:14)
 S2 : 8    2(2d:42)
 S4 : 156    4(2d:2 4c:24 4d:16)
 S6 : 240    6(6b:6 6c:36)
 S8 : 457    8(2d:2 8b:16 8c:24)
 S8 : 456    8(2d:2 8c:32 8d:8)
 S14 : 624   14(14b:14 14c:14 14d:14)
 D2 : 30,32    2(1a:2 2c:32 2d:8) x 2(1a:2 2c:32 2d:8)
 D2 : 1,44    2(2b:12 2c:12 2d:18) x 2(1a:2 2c:32 2d:8)
 D2 : 1,7    2(2b:12 2c:12 2d:18) x 2(2b:12 2c:12 2d:18)
 D2 : 8,30    2(2d:42) x 2(1a:2 2c:32 2d:8)
 D2 : 8,1    2(2d:42) x 2(2b:12 2c:12 2d:18)
 D3 : 100,30    3(3b:12 3c:18 3d:12) x 2(1a:2 2c:32 2d:8)
 D3 : 100,5    3(3b:12 3c:18 3d:12) x 2(2b:12 2c:12 2d:18)
 D4 : 198,32    4(1a:2 4b:16 4c:24) x 2(1a:2 2c:32 2d:8)
 D4 : 198,6    4(1a:2 4b:16 4c:24) x 2(2b:12 2c:12 2d:18)
 D7 : 408,1    7(7c:28 7d:14) x 2(2b:12 2c:12 2d:18)
 T  : 100,32,49    3(3b:12 3c:18 3d:12) x 2(1a:2 2c:32 2d:8) x 2(1a:2 2c:32 2d:8)
 O  : 109,198,43    3(3b:12 3c:18 3d:12) x 4(1a:2 4b:16 4c:24) x 2(1a:2 2c:32 2d:8)
