 C2 : 112    2(1a:6 2c:48 2e:192 2f:24)
 C2 : 1    2(2b:20 2c:20 2d:80 2e:80 2f:70)
 C2 : 28    2(2f:270)
 C3 : 329    3(3b:27 3c:27 3d:135 3e:27 3f:54)
 C3 : 328    3(3d:108 3e:108 3f:54)
 C3 : 535    3(3f:270)
 C4 : 840    4(1a:6 4c:48 4d:48 4e:168)
 C5 : 931    5(5c:120 5d:120 5e:30)
 C5 : 930    5(5c:30 5d:60 5e:120 5f:60)
 C6 : 1079    6(6c:36 6d:90 6e:126 6f:18)
 S2 : 28    2(2f:270)
 S4 : 570    4(2f:6 4c:48 4d:112 4e:72 4f:32)
 S6 : 1079    6(6c:36 6d:90 6e:126 6f:18)
 S8 : 1476    8(2f:6 8c:72 8d:96 8e:48 8f:48)
 S8 : 1477    8(2f:6 8d:144 8e:120)
 S10 : 2197   10(10b:10 10c:20 10d:120 10e:90 10f:30)
 S10 : 2196   10(10b:20 10c:20 10d:60 10e:140 10f:30)
 D2 : 112,115    2(1a:6 2c:48 2e:192 2f:24) x 2(1a:6 2c:48 2e:192 2f:24)
 D2 : 1,117    2(2b:20 2c:20 2d:80 2e:80 2f:70) x 2(1a:6 2c:48 2e:192 2f:24)
 D2 : 1,22    2(2b:20 2c:20 2d:80 2e:80 2f:70) x 2(2b:20 2c:20 2d:80 2e:80 2f:70)
 D2 : 28,112    2(2f:270) x 2(1a:6 2c:48 2e:192 2f:24)
 D2 : 28,2    2(2f:270) x 2(2b:20 2c:20 2d:80 2e:80 2f:70)
 D3 : 328,119    3(3d:108 3e:108 3f:54) x 2(1a:6 2c:48 2e:192 2f:24)
 D3 : 535,1    3(3f:270) x 2(2b:20 2c:20 2d:80 2e:80 2f:70)
 D3 : 535,28    3(3f:270) x 2(2f:270)
 D4 : 840,126    4(1a:6 4c:48 4d:48 4e:168) x 2(1a:6 2c:48 2e:192 2f:24)
 D4 : 840,1    4(1a:6 4c:48 4d:48 4e:168) x 2(2b:20 2c:20 2d:80 2e:80 2f:70)
 D5 : 931,115    5(5c:120 5d:120 5e:30) x 2(1a:6 2c:48 2e:192 2f:24)
 D5 : 931,12    5(5c:120 5d:120 5e:30) x 2(2b:20 2c:20 2d:80 2e:80 2f:70)
 D5 : 930,116    5(5c:30 5d:60 5e:120 5f:60) x 2(1a:6 2c:48 2e:192 2f:24)
 D5 : 930,5    5(5c:30 5d:60 5e:120 5f:60) x 2(2b:20 2c:20 2d:80 2e:80 2f:70)
 D6 : 1079,112    6(6c:36 6d:90 6e:126 6f:18) x 2(1a:6 2c:48 2e:192 2f:24)
 T  : 329,112,115    3(3b:27 3c:27 3d:135 3e:27 3f:54) x 2(1a:6 2c:48 2e:192 2f:24) x 2(1a:6 2c:48 2e:192 2f:24)
 T  : 328,120,140    3(3d:108 3e:108 3f:54) x 2(1a:6 2c:48 2e:192 2f:24) x 2(1a:6 2c:48 2e:192 2f:24)
 O  : 328,840,154    3(3d:108 3e:108 3f:54) x 4(1a:6 4c:48 4d:48 4e:168) x 2(1a:6 2c:48 2e:192 2f:24)
