 C2 : 25    2(1a:4 2c:8)
 C2 : 1    2(2b:8 2c:4)
 C2 : 3    2(2c:12)
 C3 : 44    3(3b:12)
 C4 : 106    4(1a:4 4c:8)
 S2 : 3    2(2c:12)
 S4 : 76    4(2c:4 4b:8)
 S4 : 77    4(2c:4 4c:8)
 S6 : 112    6(6b:12)
 D2 : 1,42    2(2b:8 2c:4) x 2(1a:4 2c:8)
 D2 : 1,9    2(2b:8 2c:4) x 2(2b:8 2c:4)
 D2 : 3,25    2(2c:12) x 2(1a:4 2c:8)
 D2 : 3,5    2(2c:12) x 2(2b:8 2c:4)
 D2 : 3,8    2(2c:12) x 2(2c:12)
 D3 : 44,4    3(3b:12) x 2(2b:8 2c:4)
