 C2 : 80    2(1a:2 2c:24 2d:144 2e:12)
 C2 : 1    2(2b:28 2c:84 2d:56 2e:14)
 C2 : 20    2(2e:182)
 C3 : 340    3(1a:2 3b:24 3c:72 3d:84)
 C4 : 704    4(1a:2 4c:84 4d:96)
 C7 : 1437    7(7b:28 7c:70 7d:84)
 S2 : 20    2(2e:182)
 S4 : 522    4(2e:2 4c:108 4d:72)
 S6 : 888    6(2e:2 6c:72 6d:108)
 S14 : 2824   14(14b:14 14c:84 14d:84)
 D2 : 80,101    2(1a:2 2c:24 2d:144 2e:12) x 2(1a:2 2c:24 2d:144 2e:12)
 D2 : 1,80    2(2b:28 2c:84 2d:56 2e:14) x 2(1a:2 2c:24 2d:144 2e:12)
 D2 : 1,4    2(2b:28 2c:84 2d:56 2e:14) x 2(2b:28 2c:84 2d:56 2e:14)
 D2 : 20,80    2(2e:182) x 2(1a:2 2c:24 2d:144 2e:12)
 D2 : 20,1    2(2e:182) x 2(2b:28 2c:84 2d:56 2e:14)
 D3 : 340,89    3(1a:2 3b:24 3c:72 3d:84) x 2(1a:2 2c:24 2d:144 2e:12)
 D3 : 340,6    3(1a:2 3b:24 3c:72 3d:84) x 2(2b:28 2c:84 2d:56 2e:14)
 D4 : 704,84    4(1a:2 4c:84 4d:96) x 2(1a:2 2c:24 2d:144 2e:12)
 D4 : 704,19    4(1a:2 4c:84 4d:96) x 2(2b:28 2c:84 2d:56 2e:14)
 D7 : 1437,82    7(7b:28 7c:70 7d:84) x 2(1a:2 2c:24 2d:144 2e:12)
 D7 : 1437,22    7(7b:28 7c:70 7d:84) x 2(2b:28 2c:84 2d:56 2e:14)
 T  : 340,82,113    3(1a:2 3b:24 3c:72 3d:84) x 2(1a:2 2c:24 2d:144 2e:12) x 2(1a:2 2c:24 2d:144 2e:12)
 O  : 341,704,100    3(1a:2 3b:24 3c:72 3d:84) x 4(1a:2 4c:84 4d:96) x 2(1a:2 2c:24 2d:144 2e:12)
