 C2 : 187    2(1a:62 2c:124)
 C2 : 1    2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
 C3 : 694    3(1a:6 3c:36 3d:36 3e:36 3f:72)
 C3 : 190    3(3b:18 3c:18 3d:36 3e:54 3f:54 3g:6)
 C3 : 516    3(3g:186)
 C31 : 1874   31(31c:186)
 C31 : 1873   31(31d:186)
 C31 : 1872   31(31e:186)
 C31 : 1877   31(31f:186)
 D2 : 1,189    2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4) x 2(1a:62 2c:124)
 D2 : 1,110    2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4) x 2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
 D3 : 516,2    3(3g:186) x 2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
 D31 : 1874,1   31(31c:186) x 2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
 D31 : 1873,1   31(31d:186) x 2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
 D31 : 1872,1   31(31e:186) x 2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
 D31 : 1877,1   31(31f:186) x 2(2b:12 2c:26 2d:36 2e:48 2f:60 2g:4)
