 C2 : 80    2(1a:2 2c:72 2d:96 2e:12)
 C2 : 1    2(2b:28 2c:28 2d:112 2e:14)
 C2 : 20    2(2e:182)
 C3 : 340    3(1a:2 3b:24 3c:48 3d:108)
 C4 : 704    4(1a:2 4c:96 4d:84)
 C13 : 2628   13(13c:78 13d:104)
 C26 : 4200   26(26c:104 26d:78)
 S2 : 20    2(2e:182)
 S4 : 522    4(2e:2 4c:120 4d:60)
 S6 : 886    6(2e:2 6c:84 6d:96)
 S26 : 4200   26(26c:104 26d:78)
 D2 : 80,92    2(1a:2 2c:72 2d:96 2e:12) x 2(1a:2 2c:72 2d:96 2e:12)
 D2 : 1,94    2(2b:28 2c:28 2d:112 2e:14) x 2(1a:2 2c:72 2d:96 2e:12)
 D2 : 1,3    2(2b:28 2c:28 2d:112 2e:14) x 2(2b:28 2c:28 2d:112 2e:14)
 D2 : 20,80    2(2e:182) x 2(1a:2 2c:72 2d:96 2e:12)
 D2 : 20,1    2(2e:182) x 2(2b:28 2c:28 2d:112 2e:14)
 D3 : 340,91    3(1a:2 3b:24 3c:48 3d:108) x 2(1a:2 2c:72 2d:96 2e:12)
 D3 : 340,5    3(1a:2 3b:24 3c:48 3d:108) x 2(2b:28 2c:28 2d:112 2e:14)
 D4 : 704,90    4(1a:2 4c:96 4d:84) x 2(1a:2 2c:72 2d:96 2e:12)
 D4 : 704,1    4(1a:2 4c:96 4d:84) x 2(2b:28 2c:28 2d:112 2e:14)
 D13 : 2628,80   13(13c:78 13d:104) x 2(1a:2 2c:72 2d:96 2e:12)
 T  : 340,85,114    3(1a:2 3b:24 3c:48 3d:108) x 2(1a:2 2c:72 2d:96 2e:12) x 2(1a:2 2c:72 2d:96 2e:12)
 O  : 353,704,156    3(1a:2 3b:24 3c:48 3d:108) x 4(1a:2 4c:96 4d:84) x 2(1a:2 2c:72 2d:96 2e:12)
