 C2 : 127    2(1a:42 2c:84)
 C2 : 1    2(2b:12 2c:26 2d:36 2e:48 2f:4)
 C3 : 492    3(1a:6 3c:36 3d:36 3e:36 3f:12)
 C3 : 131    3(3b:18 3c:18 3d:36 3e:54)
 C3 : 130    3(3d:126)
 C3 : 438    3(3f:126)
 C7 : 1044    7(7d:126)
 C21 : 1322   21(21b:126)
 C21 : 1340   21(21c:126)
 C21 : 1338   21(21e:126)
 D2 : 1,128    2(2b:12 2c:26 2d:36 2e:48 2f:4) x 2(1a:42 2c:84)
 D2 : 1,123    2(2b:12 2c:26 2d:36 2e:48 2f:4) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
 D3 : 130,1    3(3d:126) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
 D3 : 438,1    3(3f:126) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
 D7 : 1044,1    7(7d:126) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
 D21 : 1322,1   21(21b:126) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
 D21 : 1340,1   21(21c:126) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
 D21 : 1338,1   21(21e:126) x 2(2b:12 2c:26 2d:36 2e:48 2f:4)
