 C2 : 148    2(1a:48 2c:144)
 C2 : 1    2(2b:16 2c:48 2d:80 2e:48)
 C2 : 10    2(2c:192)
 C3 : 410    3(1a:3 3c:81 3d:36 3e:72)
 C3 : 152    3(3b:18 3c:36 3d:90 3e:45 3f:3)
 C3 : 340    3(3f:192)
 C4 : 538    4(4b:16 4c:48 4d:80 4e:48)
 C4 : 591    4(4e:192)
 C6 : 840    6(6e:192)
 C8 : 1200    8(8c:192)
 C8 : 1205    8(8d:96 8e:96)
 C12 : 1304   12(12c:192)
 C12 : 1296   12(12c:96 12d:96)
 C12 : 1308   12(12d:192)
 C24 : 2113   24(24d:192)
 S2 : 10    2(2c:192)
 S4 : 538    4(4b:16 4c:48 4d:80 4e:48)
 S4 : 591    4(4e:192)
 S6 : 840    6(6e:192)
 S8 : 1200    8(8c:192)
 S8 : 1205    8(8d:96 8e:96)
 S12 : 1304   12(12c:192)
 S12 : 1296   12(12c:96 12d:96)
 S12 : 1308   12(12d:192)
 S24 : 2112   24(24b:96 24c:96)
 S24 : 2113   24(24d:192)
 S24 : 2121   24(24e:192)
 D2 : 148,149    2(1a:48 2c:144) x 2(1a:48 2c:144)
 D2 : 1,36    2(2b:16 2c:48 2d:80 2e:48) x 2(2b:16 2c:48 2d:80 2e:48)
 D2 : 10,148    2(2c:192) x 2(1a:48 2c:144)
 D2 : 10,1    2(2c:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D2 : 10,11    2(2c:192) x 2(2c:192)
 D3 : 340,1    3(3f:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D4 : 538,148    4(4b:16 4c:48 4d:80 4e:48) x 2(1a:48 2c:144)
 D4 : 538,1    4(4b:16 4c:48 4d:80 4e:48) x 2(2b:16 2c:48 2d:80 2e:48)
 D4 : 591,1    4(4e:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D6 : 840,1    6(6e:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D8 : 1200,2    8(8c:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D8 : 1205,2    8(8d:96 8e:96) x 2(2b:16 2c:48 2d:80 2e:48)
 D12 : 1304,2   12(12c:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D12 : 1296,2   12(12c:96 12d:96) x 2(2b:16 2c:48 2d:80 2e:48)
 D12 : 1308,1   12(12d:192) x 2(2b:16 2c:48 2d:80 2e:48)
 D24 : 2113,2   24(24d:192) x 2(2b:16 2c:48 2d:80 2e:48)
 T  : 410,10,11    3(1a:3 3c:81 3d:36 3e:72) x 2(2c:192) x 2(2c:192)
 T  : 152,10,37    3(3b:18 3c:36 3d:90 3e:45 3f:3) x 2(2c:192) x 2(2c:192)
