 C2 : 56    2(1a:2 2c:32 2d:20)
 C2 : 1    2(2b:12 2c:36 2d:6)
 C2 : 2    2(2d:54)
 C3 : 256    3(1a:18 3c:36)
 C3 : 164    3(3b:18 3c:36)
 C3 : 208    3(3c:36 3d:18)
 C3 : 165    3(3d:54)
 C4 : 316    4(1a:2 4c:44 4d:8)
 C6 : 376    6(6c:54)
 S2 : 2    2(2d:54)
 S4 : 262    4(2d:2 4c:52)
 S6 : 465    6(2d:18 6c:36)
 S6 : 374    6(6b:18 6c:36)
 S6 : 376    6(6c:54)
 D2 : 56,65    2(1a:2 2c:32 2d:20) x 2(1a:2 2c:32 2d:20)
 D2 : 1,58    2(2b:12 2c:36 2d:6) x 2(1a:2 2c:32 2d:20)
 D2 : 1,14    2(2b:12 2c:36 2d:6) x 2(2b:12 2c:36 2d:6)
 D2 : 2,56    2(2d:54) x 2(1a:2 2c:32 2d:20)
 D2 : 2,1    2(2d:54) x 2(2b:12 2c:36 2d:6)
 D3 : 256,58    3(1a:18 3c:36) x 2(1a:2 2c:32 2d:20)
 D3 : 256,3    3(1a:18 3c:36) x 2(2b:12 2c:36 2d:6)
 D3 : 164,1    3(3b:18 3c:36) x 2(2b:12 2c:36 2d:6)
 D3 : 208,58    3(3c:36 3d:18) x 2(1a:2 2c:32 2d:20)
 D3 : 208,1    3(3c:36 3d:18) x 2(2b:12 2c:36 2d:6)
 D3 : 165,1    3(3d:54) x 2(2b:12 2c:36 2d:6)
 D4 : 316,58    4(1a:2 4c:44 4d:8) x 2(1a:2 2c:32 2d:20)
 D4 : 316,8    4(1a:2 4c:44 4d:8) x 2(2b:12 2c:36 2d:6)
 D6 : 376,58    6(6c:54) x 2(1a:2 2c:32 2d:20)
 D6 : 376,1    6(6c:54) x 2(2b:12 2c:36 2d:6)
 T  : 164,60,65    3(3b:18 3c:36) x 2(1a:2 2c:32 2d:20) x 2(1a:2 2c:32 2d:20)
 O  : 179,316,79    3(3b:18 3c:36) x 4(1a:2 4c:44 4d:8) x 2(1a:2 2c:32 2d:20)
