 C2 : 1    2(2b:16 2c:48 2d:32)
 C2 : 23    2(2d:96)
 C3 : 452    3(1a:24 3c:72)
 C3 : 272    3(3b:18 3c:78)
 C3 : 281    3(3c:96)
 C4 : 460    4(4c:64 4d:32)
 C4 : 474    4(4c:96)
 C4 : 463    4(4d:96)
 C5 : 508    5(1a:16 5c:80)
 C6 : 570    6(6c:96)
 C8 : 799    8(8d:96)
 S2 : 23    2(2d:96)
 S4 : 460    4(4c:64 4d:32)
 S4 : 474    4(4c:96)
 S4 : 463    4(4d:96)
 S6 : 569    6(2d:24 6c:72)
 S6 : 532    6(6b:18 6c:78)
 S6 : 570    6(6c:96)
 S8 : 720    8(8b:16 8c:80)
 S8 : 799    8(8d:96)
 S10 : 912   10(2d:16 10c:80)
 S12 : 974   12(12b:12 12c:84)
 S12 : 942   12(12b:24 12c:72)
 D2 : 1,3    2(2b:16 2c:48 2d:32) x 2(2b:16 2c:48 2d:32)
 D2 : 23,1    2(2d:96) x 2(2b:16 2c:48 2d:32)
 D3 : 281,3    3(3c:96) x 2(2b:16 2c:48 2d:32)
 D4 : 460,6    4(4c:64 4d:32) x 2(2b:16 2c:48 2d:32)
 D4 : 474,1    4(4c:96) x 2(2b:16 2c:48 2d:32)
 D4 : 463,4    4(4d:96) x 2(2b:16 2c:48 2d:32)
 D5 : 508,2    5(1a:16 5c:80) x 2(2b:16 2c:48 2d:32)
 D6 : 570,3    6(6c:96) x 2(2b:16 2c:48 2d:32)
 D8 : 799,1    8(8d:96) x 2(2b:16 2c:48 2d:32)
 T  : 272,7,63    3(3b:18 3c:78) x 2(2b:16 2c:48 2d:32) x 2(2b:16 2c:48 2d:32)
